timestamp,open,high,low,close,volume,datetime
1776293100000,624.527,625.472,624.039,624.125,92.5993,2026-04-15 22:45:00
1776294000000,623.978,623.987,622.868,622.953,77.5678,2026-04-15 23:00:00
1776294900000,622.924,622.998,622.198,622.814,57.7574,2026-04-15 23:15:00
1776295800000,622.992,623.064,621.308,621.72,94.3637,2026-04-15 23:30:00
1776296700000,621.788,622.87,621.571,622.566,143.2174,2026-04-15 23:45:00
1776297600000,622.556,622.94,621.53,621.53,112.4063,2026-04-16 00:00:00
1776298500000,621.457,621.933,620.22,620.968,52.1462,2026-04-16 00:15:00
1776299400000,621.244,622.446,621.244,622.412,117.9417,2026-04-16 00:30:00
1776300300000,622.163,623.138,621.704,623.138,144.4106,2026-04-16 00:45:00
1776301200000,623.024,623.047,620.901,621.772,97.3413,2026-04-16 01:00:00
1776302100000,621.728,622.459,621.294,621.294,61.3431,2026-04-16 01:15:00
1776303000000,621.6,622.504,621.469,622.504,32.0526,2026-04-16 01:30:00
1776303900000,622.313,622.694,621.94,622.343,35.325,2026-04-16 01:45:00
1776304800000,622.281,623.372,622.074,622.522,101.9048,2026-04-16 02:00:00
1776305700000,622.48,624.032,622.192,623.98,58.3408,2026-04-16 02:15:00
1776306600000,624.1,625.985,624.1,625.732,48.2792,2026-04-16 02:30:00
1776307500000,626.098,626.131,623.554,624.128,58.0206,2026-04-16 02:45:00
1776308400000,624.135,625.07,624.052,624.288,60.4918,2026-04-16 03:00:00
1776309300000,624.226,625.489,624.226,625.019,48.5116,2026-04-16 03:15:00
1776310200000,624.912,625.16,624.357,624.77,43.158,2026-04-16 03:30:00
1776311100000,624.838,625.074,624.068,624.236,64.1404,2026-04-16 03:45:00
1776312000000,624.026,624.674,623.414,623.999,110.2461,2026-04-16 04:00:00
1776312900000,623.939,624.246,623.506,624.065,53.7114,2026-04-16 04:15:00
1776313800000,624.077,624.959,623.555,624.516,38.5997,2026-04-16 04:30:00
1776314700000,624.399,624.399,622.329,623.208,155.2124,2026-04-16 04:45:00
1776315600000,623.25,623.725,622.228,622.623,92.7635,2026-04-16 05:00:00
1776316500000,622.538,624.799,622.243,624.418,242.9009,2026-04-16 05:15:00
1776317400000,624.511,625.305,623.961,624.642,111.6467,2026-04-16 05:30:00
1776318300000,624.642,625.139,624.508,624.946,6.6174,2026-04-16 05:45:00
1776319200000,625.195,626.214,624.939,625.293,38.9309,2026-04-16 06:00:00
1776320100000,625.322,625.69,624.521,624.751,72.9795,2026-04-16 06:15:00
1776321000000,624.936,625.009,623.777,624.597,55.6393,2026-04-16 06:30:00
1776321900000,624.568,625.07,624.552,624.624,22.7354,2026-04-16 06:45:00
1776322800000,624.665,625.323,624.11,624.111,17.6491,2026-04-16 07:00:00
1776323700000,624.219,624.605,623.001,623.168,48.5955,2026-04-16 07:15:00
1776324600000,623.318,623.318,622.657,623.164,86.6529,2026-04-16 07:30:00
1776325500000,623.164,623.207,621.84,622.596,55.8916,2026-04-16 07:45:00
1776326400000,622.597,622.987,621.196,621.196,28.8172,2026-04-16 08:00:00
1776327300000,621.196,622.16,621.0,622.133,42.0802,2026-04-16 08:15:00
1776328200000,622.137,622.251,621.8,622.17,44.1067,2026-04-16 08:30:00
1776329100000,622.266,622.862,622.229,622.306,44.7156,2026-04-16 08:45:00
1776330000000,622.306,622.763,621.756,622.762,25.1269,2026-04-16 09:00:00
1776330900000,622.98,623.785,622.836,623.352,138.2653,2026-04-16 09:15:00
1776331800000,623.352,623.689,621.856,622.333,156.1065,2026-04-16 09:30:00
1776332700000,622.333,623.213,622.31,622.813,76.087,2026-04-16 09:45:00
1776333600000,622.739,623.368,619.231,620.113,174.1524,2026-04-16 10:00:00
1776334500000,619.883,620.953,619.554,620.369,89.2459,2026-04-16 10:15:00
1776335400000,620.309,621.545,620.309,620.602,111.6937,2026-04-16 10:30:00
1776336300000,620.6,620.613,619.531,619.572,77.5035,2026-04-16 10:45:00
1776337200000,619.683,619.82,618.855,619.211,17.8472,2026-04-16 11:00:00
1776338100000,619.235,619.937,619.16,619.937,18.6332,2026-04-16 11:15:00
1776339000000,620.195,620.691,619.638,620.245,101.4281,2026-04-16 11:30:00
1776339900000,620.246,621.249,620.035,621.01,73.0197,2026-04-16 11:45:00
1776340800000,621.018,621.983,620.613,620.865,78.7018,2026-04-16 12:00:00
1776341700000,620.859,621.353,620.755,621.124,113.1727,2026-04-16 12:15:00
1776342600000,621.124,621.678,621.025,621.678,53.4687,2026-04-16 12:30:00
1776343500000,621.678,621.678,621.09,621.487,28.2765,2026-04-16 12:45:00
1776344400000,621.488,622.898,621.488,622.69,116.2593,2026-04-16 13:00:00
1776345300000,622.804,623.866,622.523,623.272,134.8445,2026-04-16 13:15:00
1776346200000,623.356,623.573,621.442,622.153,228.1228,2026-04-16 13:30:00
1776347100000,622.266,622.266,614.665,617.432,819.6453,2026-04-16 13:45:00
1776348000000,617.367,618.465,616.001,617.627,247.9092,2026-04-16 14:00:00
1776348900000,617.627,618.076,615.172,617.069,295.355,2026-04-16 14:15:00
1776349800000,617.068,618.789,616.878,618.571,246.2058,2026-04-16 14:30:00
1776350700000,618.669,620.399,618.669,619.176,208.87,2026-04-16 14:45:00
1776351600000,619.177,622.45,618.424,621.948,351.3494,2026-04-16 15:00:00
1776352500000,621.925,622.925,621.122,621.818,142.5831,2026-04-16 15:15:00
1776353400000,621.504,626.436,621.504,624.89,516.9688,2026-04-16 15:30:00
1776354300000,624.884,625.512,623.646,624.947,161.6527,2026-04-16 15:45:00
1776355200000,624.822,626.396,624.822,625.457,212.3619,2026-04-16 16:00:00
1776356100000,625.452,627.898,625.438,626.539,491.6174,2026-04-16 16:15:00
1776357000000,626.54,627.241,624.193,625.701,463.642,2026-04-16 16:30:00
1776357900000,625.705,626.314,623.825,625.294,494.9464,2026-04-16 16:45:00
1776358800000,625.356,625.731,623.674,623.707,245.6398,2026-04-16 17:00:00
1776359700000,623.655,626.4,623.518,626.002,585.5464,2026-04-16 17:15:00
1776360600000,625.909,627.291,625.314,627.064,414.9142,2026-04-16 17:30:00
1776361500000,627.155,627.532,626.577,627.274,171.0308,2026-04-16 17:45:00
1776362400000,627.236,628.799,626.216,627.392,296.6865,2026-04-16 18:00:00
1776363300000,627.513,630.51,627.102,630.086,337.4685,2026-04-16 18:15:00
1776364200000,629.961,632.503,629.708,632.258,378.9649,2026-04-16 18:30:00
1776365100000,632.374,637.154,632.264,635.734,363.5771,2026-04-16 18:45:00
1776366000000,635.83,637.044,634.722,635.148,208.084,2026-04-16 19:00:00
1776366900000,635.172,635.716,633.903,634.847,96.5933,2026-04-16 19:15:00
1776367800000,634.468,636.553,634.047,636.298,133.8288,2026-04-16 19:30:00
1776368700000,636.098,636.82,636.055,636.449,57.0844,2026-04-16 19:45:00
1776369600000,636.384,637.281,634.986,636.546,79.0256,2026-04-16 20:00:00
1776370500000,636.547,636.961,634.424,634.67,125.027,2026-04-16 20:15:00
1776371400000,634.67,634.833,633.077,633.588,112.1108,2026-04-16 20:30:00
1776372300000,633.41,635.38,633.316,634.469,125.1336,2026-04-16 20:45:00
1776373200000,634.584,634.97,633.973,634.26,231.0138,2026-04-16 21:00:00
