timestamp,open,high,low,close,volume,datetime
1776293100000,2369.01,2373.45,2363.11,2363.28,467.0602832,2026-04-15 22:45:00
1776294000000,2363.71,2363.71,2355.84,2357.41,635.8579042,2026-04-15 23:00:00
1776294900000,2357.89,2357.89,2349.81,2355.74,714.5130582,2026-04-15 23:15:00
1776295800000,2355.74,2356.92,2350.01,2353.46,781.7671689,2026-04-15 23:30:00
1776296700000,2353.67,2361.92,2353.13,2360.07,398.9016968,2026-04-15 23:45:00
1776297600000,2360.07,2360.52,2352.01,2353.54,434.0295178,2026-04-16 00:00:00
1776298500000,2353.53,2356.07,2350.0,2354.64,332.9280916,2026-04-16 00:15:00
1776299400000,2354.65,2363.66,2354.65,2358.92,864.3959851,2026-04-16 00:30:00
1776300300000,2358.92,2362.76,2355.71,2360.81,168.5223571,2026-04-16 00:45:00
1776301200000,2360.59,2360.59,2344.78,2350.08,1068.4404197,2026-04-16 01:00:00
1776302100000,2350.68,2356.73,2348.18,2351.38,292.9035033,2026-04-16 01:15:00
1776303000000,2351.35,2355.64,2350.06,2354.99,160.5108141,2026-04-16 01:30:00
1776303900000,2354.99,2355.95,2349.17,2351.96,200.8333261,2026-04-16 01:45:00
1776304800000,2352.13,2356.74,2351.97,2352.73,324.8473671,2026-04-16 02:00:00
1776305700000,2352.71,2359.36,2350.35,2359.07,502.7891252,2026-04-16 02:15:00
1776306600000,2359.08,2369.55,2359.08,2366.52,1255.9147381,2026-04-16 02:30:00
1776307500000,2366.73,2368.12,2354.96,2357.09,992.3555491,2026-04-16 02:45:00
1776308400000,2356.6,2362.88,2355.86,2358.52,529.0356009,2026-04-16 03:00:00
1776309300000,2358.11,2365.86,2358.11,2361.58,419.7561296,2026-04-16 03:15:00
1776310200000,2361.19,2362.21,2357.36,2360.79,330.8201675,2026-04-16 03:30:00
1776311100000,2360.8,2361.39,2357.62,2357.81,246.5840146,2026-04-16 03:45:00
1776312000000,2357.57,2361.46,2355.2,2359.35,351.015731,2026-04-16 04:00:00
1776312900000,2359.31,2360.94,2357.34,2358.56,277.8454047,2026-04-16 04:15:00
1776313800000,2358.56,2364.22,2355.52,2362.15,389.4217415,2026-04-16 04:30:00
1776314700000,2361.34,2362.02,2347.53,2354.55,1073.4207332,2026-04-16 04:45:00
1776315600000,2354.19,2356.09,2350.01,2352.3,388.4005563,2026-04-16 05:00:00
1776316500000,2352.31,2359.48,2351.62,2357.33,270.0233578,2026-04-16 05:15:00
1776317400000,2357.38,2361.93,2356.67,2357.88,303.5283122,2026-04-16 05:30:00
1776318300000,2357.51,2358.15,2355.49,2356.49,223.3937795,2026-04-16 05:45:00
1776319200000,2356.85,2360.93,2355.75,2356.56,263.0056935,2026-04-16 06:00:00
