datetime,open,high,low,close,volume
2025-10-26 19:00:00+00:00,1.6439,1.6466,1.6408,1.6459,9488.585
2025-10-26 20:00:00+00:00,1.6455,1.6455,1.6275,1.6311,50237.9924
2025-10-26 21:00:00+00:00,1.6321,1.643,1.6288,1.6424,17758.8113
2025-10-26 22:00:00+00:00,1.6427,1.6736,1.6427,1.6628,30230.4849
2025-10-26 23:00:00+00:00,1.6635,1.6671,1.6501,1.6504,26391.295
2025-10-27 00:00:00+00:00,1.6516,1.6629,1.6478,1.6576,13348.0155
2025-10-27 01:00:00+00:00,1.6597,1.6752,1.6563,1.6722,10264.903
2025-10-27 02:00:00+00:00,1.67,1.6744,1.6619,1.6657,8264.8348
2025-10-27 03:00:00+00:00,1.6656,1.6699,1.6624,1.6694,4605.7047
2025-10-27 04:00:00+00:00,1.6692,1.6772,1.6669,1.6729,8575.0118
2025-10-27 05:00:00+00:00,1.6715,1.6845,1.6705,1.6705,8313.3525
2025-10-27 06:00:00+00:00,1.6702,1.6751,1.6648,1.6698,10783.3909
2025-10-27 07:00:00+00:00,1.6692,1.6718,1.6542,1.6667,15672.1382
2025-10-27 08:00:00+00:00,1.666,1.6676,1.6413,1.6497,21268.5945
2025-10-27 09:00:00+00:00,1.6489,1.65,1.6239,1.6305,70992.2635
2025-10-27 10:00:00+00:00,1.6308,1.6341,1.6256,1.6267,9075.5217
2025-10-27 11:00:00+00:00,1.6275,1.6384,1.622,1.6369,105995.3677
2025-10-27 12:00:00+00:00,1.6378,1.6378,1.6214,1.6222,106077.1937
2025-10-27 13:00:00+00:00,1.623,1.6324,1.6043,1.6244,48509.6069
2025-10-27 14:00:00+00:00,1.6248,1.6248,1.6056,1.618,23352.7879
2025-10-27 15:00:00+00:00,1.6191,1.6342,1.6183,1.6299,15498.0819
2025-10-27 16:00:00+00:00,1.6322,1.6642,1.632,1.663,45706.4909
2025-10-27 17:00:00+00:00,1.6638,1.6762,1.6589,1.6707,16456.6774
2025-10-27 18:00:00+00:00,1.6741,1.6769,1.6626,1.6648,15620.5065
2025-10-27 19:00:00+00:00,1.6643,1.6691,1.658,1.6584,7012.336
2025-10-27 20:00:00+00:00,1.6593,1.6596,1.649,1.6525,29800.7974
2025-10-27 21:00:00+00:00,1.6515,1.6634,1.6392,1.6493,22706.4569
2025-10-27 22:00:00+00:00,1.6477,1.6544,1.6373,1.639,4132.5422
2025-10-27 23:00:00+00:00,1.636,1.644,1.6287,1.641,18872.8087
2025-10-28 00:00:00+00:00,1.6389,1.6413,1.6233,1.628,5999.2008
2025-10-28 01:00:00+00:00,1.6323,1.6364,1.6268,1.6314,8425.2959
2025-10-28 02:00:00+00:00,1.6312,1.635,1.6041,1.6168,9212.2707
2025-10-28 03:00:00+00:00,1.6162,1.6237,1.6083,1.6166,12876.2693
2025-10-28 04:00:00+00:00,1.6149,1.6388,1.6139,1.6347,3158.4126
2025-10-28 05:00:00+00:00,1.634,1.6394,1.615,1.6204,16129.5313
2025-10-28 06:00:00+00:00,1.6189,1.6496,1.6189,1.6458,4827.1824
2025-10-28 07:00:00+00:00,1.65,1.6516,1.6257,1.6263,10163.3204
2025-10-28 08:00:00+00:00,1.6257,1.6363,1.6257,1.6315,10938.3831
2025-10-28 09:00:00+00:00,1.6341,1.6341,1.6268,1.6322,4136.0049
2025-10-28 10:00:00+00:00,1.6375,1.6375,1.628,1.6334,2690.2234
2025-10-28 11:00:00+00:00,1.6328,1.6381,1.6256,1.6269,7397.103
2025-10-28 12:00:00+00:00,1.6253,1.6332,1.6144,1.6302,18721.1959
2025-10-28 13:00:00+00:00,1.6306,1.6475,1.6306,1.6385,18899.9394
2025-10-28 14:00:00+00:00,1.6389,1.6468,1.5889,1.6223,58705.5063
2025-10-28 15:00:00+00:00,1.6236,1.6292,1.6095,1.6182,20821.8101
2025-10-28 16:00:00+00:00,1.6221,1.6359,1.6127,1.6315,10617.7924
