timestamp,open,high,low,close,volume
2023-11-09 16:00:00,15.095,15.1812,13.5016,14.323,575875.5917436
2023-11-09 20:00:00,14.3258,14.7176,13.9858,14.603,197708.7875
2023-11-10 00:00:00,14.6003,14.95,14.2949,14.3183,274332.20289519
2023-11-10 04:00:00,14.3182,14.5243,14.1728,14.4664,111853.2421
2023-11-10 08:00:00,14.467,14.9175,14.12,14.7246,214655.3934
2023-11-10 12:00:00,14.7216,15.3226,14.4,15.0572,452475.4811
2023-11-10 16:00:00,15.0624,15.5,14.9534,15.0562,237525.14713959
2023-11-10 20:00:00,15.0564,15.6382,14.9,15.5,243628.5521
2023-11-11 00:00:00,15.5157,15.75,14.9,14.9425,251827.98935296
2023-11-11 04:00:00,14.941,15.2235,14.7131,15.0052,141188.6833
2023-11-11 08:00:00,15.0075,15.0978,14.7715,14.9857,104969.1602
2023-11-11 12:00:00,14.978,16.6187,14.9,16.2751,419717.2465
2023-11-11 16:00:00,16.272,16.5916,15.81,16.3182,268900.39994482
2023-11-11 20:00:00,16.3182,16.5853,15.9186,16.4673,228297.18245037
2023-11-12 00:00:00,16.4706,16.5375,15.3674,15.81,205007.76329302
2023-11-12 04:00:00,15.8139,16.3646,15.5738,16.2574,129078.94332587
2023-11-12 08:00:00,16.2483,16.3,15.8681,16.0786,127674.1378
2023-11-12 12:00:00,16.0799,16.0877,15.6028,15.9409,150233.7015
2023-11-12 16:00:00,15.9464,16.3339,15.6751,16.2846,175435.5217
2023-11-12 20:00:00,16.2838,16.3693,15.8496,16.0288,125469.45785831
2023-11-13 00:00:00,16.0293,16.3001,15.4565,15.5078,179153.25229402
2023-11-13 04:00:00,15.5074,15.6029,15.0926,15.2877,149165.28239403
2023-11-13 08:00:00,15.2899,15.5693,14.9424,15.1368,130070.08394958
2023-11-13 12:00:00,15.1367,15.296,14.51,15.1443,276308.27729416
2023-11-13 16:00:00,15.14,15.3918,14.7372,15.1498,138229.62906803
2023-11-13 20:00:00,15.1492,15.1492,14.3076,14.3569,191309.84094061
2023-11-14 00:00:00,14.3572,14.7581,14.0077,14.6369,239635.3855
2023-11-14 04:00:00,14.6396,14.8701,14.5743,14.8004,78355.8082
2023-11-14 08:00:00,14.8,14.9103,14.2179,14.3048,152622.0569
2023-11-14 12:00:00,14.3039,14.7345,13.8204,14.0603,397723.9436
2023-11-14 16:00:00,14.0701,14.5226,13.35,14.0622,355353.16941058
2023-11-14 20:00:00,14.0569,14.3144,13.9128,13.9517,173835.52616598
2023-11-15 00:00:00,13.9514,14.2954,13.9342,14.1561,147827.12552297
2023-11-15 04:00:00,14.1556,14.7241,14.1414,14.603,164174.22582831
2023-11-15 08:00:00,14.5969,15.1875,14.5772,15.1414,165088.26452642
2023-11-15 12:00:00,15.1407,15.1471,14.6349,14.8888,176446.7017
2023-11-15 16:00:00,14.8824,15.1375,14.7141,15.136,212409.5028
2023-11-15 20:00:00,15.1361,15.3887,14.9119,15.03,167563.24238265
2023-11-16 00:00:00,15.031,15.1297,14.7827,14.9329,200332.08295316
2023-11-16 04:00:00,14.9326,15.2186,14.6628,14.9859,155509.4126
2023-11-16 08:00:00,14.9852,15.0627,14.5817,14.6818,142430.7075132
2023-11-16 12:00:00,14.6838,14.6842,13.9185,14.1337,295207.47697526
2023-11-16 16:00:00,14.1373,14.2424,13.5503,14.0349,211290.7764
2023-11-16 20:00:00,14.0355,14.1478,13.6804,13.8701,144631.43354793
2023-11-17 00:00:00,13.8691,14.262,13.8409,13.9886,138811.07964808
2023-11-17 04:00:00,13.9862,14.0675,13.7359,13.7926,73367.2362
2023-11-17 08:00:00,13.7925,13.8813,13.2625,13.4242,169100.4025
2023-11-17 12:00:00,13.4262,13.6373,12.8488,12.9531,327898.6379
2023-11-17 16:00:00,12.9573,13.6455,12.8623,13.5377,205695.5175
2023-11-17 20:00:00,13.5389,13.8387,13.4271,13.7001,90894.1184
