timestamp,open,high,low,close,volume
2023-11-16,0.1422,0.1506,0.1231,0.1323,86922209.5269269
2023-11-23,0.1324,0.1417,0.1283,0.1342,49519392.03797457
2023-11-30,0.1342,0.1599,0.1314,0.153,79165675.15456237
2023-12-07,0.1529,0.2229,0.1527,0.2006,206588831.58235067
2023-12-14,0.201,0.2179,0.1769,0.1982,92725250.92280044
2023-12-21,0.1982,0.2532,0.1948,0.2289,144944194.32388803
2023-12-28,0.2288,0.2445,0.164,0.2046,125314360.90345246
2024-01-04,0.2046,0.21,0.1637,0.1992,164103463.06687883
2024-01-11,0.1996,0.2071,0.1802,0.1912,87274277.29590142
2024-01-18,0.1911,0.1935,0.1487,0.1632,68021063.55943096
2024-01-25,0.1633,0.1711,0.1574,0.1592,36646928.10548255
2024-02-01,0.1592,0.1686,0.1549,0.1681,30350088.56896731
2024-02-08,0.1682,0.1854,0.1663,0.1837,67178709.58976084
2024-02-15,0.1835,0.2042,0.1816,0.1889,64411629.71481454
2024-02-22,0.189,0.2242,0.1818,0.2106,96923805.30750299
2024-02-29,0.2106,0.2651,0.196,0.2594,217678564.16299012
2024-03-07,0.2594,0.3296,0.2492,0.3184,244259630.22233772
2024-03-14,0.3187,0.3214,0.2183,0.2507,193941942.80259034
2024-03-21,0.2507,0.2901,0.2341,0.2705,96764207.14407615
2024-03-28,0.2708,0.283,0.2264,0.2319,55568995.45791517
2024-04-04,0.2321,0.248,0.2177,0.2304,39291400.9448
2024-04-11,0.2305,0.2345,0.144,0.1687,137781065.92173326
2024-04-18,0.1686,0.2619,0.1595,0.2113,105718481.14214559
2024-04-25,0.2113,0.2141,0.1655,0.1808,108435361.33846949
2024-05-02,0.1808,0.2026,0.1751,0.1871,48191255.88607608
2024-05-09,0.1872,0.1945,0.17,0.1799,42576713.94108555
2024-05-16,0.1799,0.1963,0.1706,0.1856,52497664.15918905
2024-05-23,0.1855,0.1998,0.1725,0.1896,44970513.92827902
2024-05-30,0.1896,0.1948,0.1791,0.1886,31698629.93431687
2024-06-06,0.1888,0.1933,0.1552,0.166,72274755.20746195
2024-06-13,0.1658,0.1669,0.1264,0.1389,80105761.66224627
2024-06-20,0.1388,0.1464,0.1254,0.1408,48918144.99804956
2024-06-27,0.1408,0.1514,0.1371,0.1425,26115754.6301
2024-07-04,0.1426,0.1431,0.1145,0.1394,68907471.10716096
2024-07-11,0.1394,0.1623,0.134,0.1545,53916406.863761
2024-07-18,0.1545,0.1612,0.139,0.1396,38927627.59957522
2024-07-25,0.1396,0.146,0.1327,0.1357,30245352.0975
2024-08-01,0.1356,0.1369,0.0938,0.1095,120455542.86160123
2024-08-08,0.1098,0.1241,0.1077,0.1196,37497325.44064233
2024-08-15,0.1195,0.1378,0.1134,0.1346,43386855.31351509
2024-08-22,0.1346,0.1484,0.1249,0.127,39501364.57559931
2024-08-29,0.127,0.1327,0.1141,0.1224,28507846.230217
2024-09-05,0.1224,0.1297,0.1116,0.1268,25663146.6289
2024-09-12,0.1269,0.1337,0.1193,0.1278,21015203.31257292
2024-09-19,0.1277,0.1423,0.1277,0.1373,30256630.72962042
2024-09-26,0.1373,0.1471,0.1193,0.1213,29781677.6986
2024-10-03,0.1212,0.1298,0.1177,0.1187,22843857.3418751
2024-10-10,0.1187,0.1287,0.1156,0.123,19472770.0359
2024-10-17,0.123,0.1316,0.1175,0.1213,20496714.23961419
2024-10-24,0.1213,0.1244,0.1101,0.1208,22694098.142098
2024-10-31,0.1207,0.1222,0.1058,0.1218,37613063.56744746
2024-11-07,0.1218,0.1636,0.1198,0.1455,77588545.83275059
2024-11-14,0.1456,0.2382,0.1411,0.2109,249727410.97900492
2024-11-21,0.2109,0.3288,0.2027,0.2929,295273892.921111
2024-11-28,0.2929,0.6136,0.2826,0.478,451750468.31152725
2024-12-05,0.4782,0.5295,0.3473,0.4523,189211685.24565107
2024-12-12,0.4523,0.4784,0.3616,0.3676,109869966.38267608
2024-12-19,0.3673,0.4168,0.2827,0.381,140436617.6425809
2024-12-26,0.3811,0.3861,0.3108,0.377,67290549.13768308
2025-01-02,0.3769,0.4316,0.3396,0.3592,81212341.44444649
2025-01-09,0.3588,0.4499,0.3235,0.4444,98078478.98168157
2025-01-16,0.4445,0.4968,0.3835,0.4056,147214073.23566353
2025-01-23,0.4055,0.4268,0.3448,0.3694,69988131.2381539
2025-01-30,0.3694,0.402,0.2184,0.2814,115682761.29896583
